Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,86.12999725341797,86.30999755859375,85.5,85.94999694824219,81.16849517822266,22483800
2018-01-03,86.05999755859375,86.51000213623047,85.97000122070312,86.3499984741211,81.54623413085938,26061400
2018-01-04,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,82.26396179199219,21912000
2018-01-05,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,83.28388977050781,23407100
2018-01-08,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,83.36886596679688,22113000
2018-01-09,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,83.31221008300781,19484300
2018-01-10,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,82.93445587158203,18652200
2018-01-11,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,83.18000030517578,17808900
2018-01-12,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,84.61544036865234,24271500
2018-01-16,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,83.43498229980469,36599700
2018-01-17,89.08000183105469,90.27999877929688,88.75,90.13999938964844,85.12540435791016,25621200
2018-01-18,89.80000305175781,90.66999816894531,89.66000366210938,90.0999984741211,85.08761596679688,24159700
2018-01-19,90.13999938964844,90.61000061035156,89.66000366210938,90.0,84.99320220947266,36875000
2018-01-22,90.0,91.62000274658203,89.73999786376953,91.61000061035156,86.51362609863281,23601600
2018-01-23,91.9000015258789,92.30000305175781,91.54000091552734,91.9000015258789,86.78748321533203,23412800
2018-01-24,92.55000305175781,93.43000030517578,91.58000183105469,91.81999969482422,86.71192932128906,33277500
2018-01-25,92.47000122070312,93.23999786376953,91.93000030517578,92.33000183105469,87.19356536865234,26383200
2018-01-26,93.12000274658203,94.05999755859375,92.58000183105469,94.05999755859375,88.82732391357422,29172200
2018-01-29,95.13999938964844,95.44999694824219,93.72000122070312,93.91999816894531,88.69512176513672,31569900
2018-01-30,93.30000305175781,93.66000366210938,92.0999984741211,92.73999786376953,87.58075714111328,38635100
2018-01-31,93.75,95.4000015258789,93.51000213623047,95.01000213623047,89.72447204589844,48756300
